ID	Name	Size	Bark	Embryo	FlushBud	MatureNeedle	Megagametophyte	SeedGermination	Xylem	YoungBuds
gene1204	NA	156	52.228	31.6528	10.6491	0	44.5379	6.45095	0	69.9601
gene1205	NA	204	29.9543	16.1367	0	0	6.81168	9.86616	0	0
gene1206	NA	270	0	82.1151	24.6113	0	97.4156	0	0	0
gene1207	NA	156	0	12.6611	10.6491	0	8.90758	6.45095	0	0
gene1208	NA	177	0	16.7384	9.38566	0	11.7761	5.68558	0	30.8299
gene1209	NA	255	0	0	0	0	14.1246	0	0	0
gene1210	NA	228	0	195.262	14.5725	43.262	31.3109	57.3795	43.8616	7.97791
gene1211	NA	189	0	6.96695	0	0	9.19036	0	0	9.62415
gene1212	NA	171	0	5.77524	0	0	0	0	0	0
gene1213	NA	171	262.056	48.127	106.865	253.804	170.65	47.0806	0	85.0977
gene1214	NA	276	0	39.6508	0	0	9.8987	0	0	0
gene1215	NA	384	0	5.94506	0	0	3.89916	0	0	0
gene1216	NA	183	22.2611	16.1896	9.07793	0	7.59334	5.49917	131.153	9.93969
gene1217	NA	237	0	68.8848	0	0	22.276	0	0	0
gene1218	NA	333	23702.6	237.35	10762.5	10385	114.715	3426.92	11208.9	27823.3
gene1219	NA	237	0	189.433	0	0	89.104	4.24619	0	15.3499
gene1220	NA	189	10.7772	40.06	87.8974	31.3135	47.7899	21.2984	0	86.6173
gene1221	NA	462	129.199	72.8188	179.053	13.6809	103.057	52.5168	234.686	307.127
gene1222	NA	279	14.6014	21.5454	0	0	28.4789	7.21396	7.16878	6.51958
gene1223	NA	237	0	17.2212	0	41.6192	133.656	0	0	0
gene1224	NA	183	0	8.99422	0	0	7.59334	0	0	0
gene1225	NA	321	0	3.19243	669.054	3085.38	36.1901	0	0	0
gene1226	NA	195	10.4456	6.75259	25.5579	161.867	32.0673	10.3215	0	9.32802
gene1227	NA	141	0	0	0	0	0	0	0	0
gene1228	NA	171	0	1.92508	0	0	4.06311	5.88508	0	0
gene1229	NA	294	0	43.2487	0	20.1301	31.5133	676.673	0	12.3739
gene1230	NA	114	0	5.77524	0	0	0	0	0	0
gene1231	NA	93	0	17.6983	0	0	0	0	0	0
gene1232	NA	168	0	15.6756	0	0	24.814	0	0	0
gene1233	NA	189	10.7772	22.6426	0	0	18.3807	5.32459	0	9.62415
gene1234	NA	135	30.1762	17.069	0	0	30.8796	7.45443	0	0
gene1235	NA	288	14.1451	61.0345	0	0	143.709	0	55.558	18.9475
gene1236	NA	474	13.236	53.9832	41.4153	63.1494	51.8133	43.6448	407.971	35.4021
gene1237	NA	177	460.314	952.229	854.095	178.328	467.119	409.362	926.595	349.405
gene1238	nad7	1765	628.735	1137.29	685.588	404.856	563.251	477.439	1091.3	348.653
gene1239	NA	213	68.7263	86.9811	71.7644	118.651	8875.71	44.0399	211.791	50.716
gene1240	NA	156	0	23.212	21.2982	0	22.2689	0	0	11.66
gene1241	NA	276	36.9002	130.281	30.0953	0	89.0883	21.8771	0	13.1809
gene1242	NA	312	0	62.9589	15.9737	0	58.8861	89.6061	0	11.66
gene1243	NA	261	0	229.052	0	7.55842	100.712	15.423	38.3159	0
gene1244	NA	336	128.185	66.8883	222.005	433.644	58.7042	108.299	0	450.782
gene1245	NA	504	3334.08	87.4414	593.155	582.723	277.273	558.4	2236.82	1155.74
gene1246	NA	291	0	49.5255	5.7088	0	24.4673	2065.57	0	50.0059
gene1247	NA	261	0	45.8105	0	0	12.5891	0	0	0
gene1248	NA	258	0	16.4121	0	0	0	3.90057	0	0
gene1249	NA	162	0	4.06406	0	0	8.57767	6.21202	61.7311	22.4563
gene1250	NA	228	0	97.6309	0	0	156.554	0	61.4062	0
gene1251	NA	168	0	3.91891	0	0	0	0	0	0
gene1252	NA	399	0	7.27026	19.4416	0	14.3856	18.3872	0	0
gene1253	NA	519	10.2413	14.212	8.086	0	15.529	0	0	0
gene1254	NA	129	0	7.65555	0	0	21.5439	7.80115	0	0
gene1255	NA	363	8833.27	5569.08	5173.7	3099	5759.35	4013.8	12816.4	8812.22
gene1256	NA	297	0	8.32174	0	0	22.8574	269.741	0	0
gene1257	NA	177	0	3.71965	0	0	11.7761	0	0	0
gene1258	NA	201	0	0	0	0	0	0	0	0
gene1259	NA	336	0	5.57402	0	0	5.33674	21.6598	0	0
gene1260	NA	354	1803.07	116.086	985.693	1417.01	121.901	187.339	3741.94	1172.13
gene1261	NA	243	0	39.3213	0	0	18.6822	0	0	0
gene1262	NA	273	7.46114	5.97273	6.08521	0	20.6814	0	0	6.66287
gene1263	NA	150	0	2.19459	33.2252	0	4.63194	0	0	48.5057
gene1264	NA	267	7.62881	40.2142	0	0	124.901	7.53819	59.9278	0
gene1265	NA	264	0	128.491	12.5853	0	238.8	3.81192	7.5761	55.1201
gene1266	NA	243	0	157.285	0	0	130.775	0	0	0
gene1267	NA	252	0	57.8958	0	0	120.336	3.99344	0	0
gene1268	NA	198	0	1.66257	0	0	3.50905	0	0	0
gene1269	NA	309	0	39.7417	10.7525	0	67.3312	51.7094	0	0
gene1270	NA	249	1810.36	16809.7	2597.61	667.084	24267.6	1553.71	3606.03	1067.75
gene1271	NA	273	22.3834	77.6454	6.08521	7.22618	196.473	22.1175	0	13.3257
gene1272	NA	447	16.0524	25.8621	74.692	30.5386	25.9261	25.5643	0	0
gene1273	NA	231	0	527.091	21.5748	51.2402	248.237	0	121.218	7.8743
gene1274	NA	207	0	6.36113	0	9.53018	1167.62	19.4463	48.3113	0
gene1275	NA	258	23.6848	180.533	12.878	22.9389	146.44	0	0	49.3517
gene1276	NA	102	19.9695	22.5914	32.5738	0	6.81168	19.7323	156.87	53.4989
gene1277	NA	207	0	6.36113	0	0	1167.62	0	0	8.78726
gene1278	NA	312	0	17.4886	0	0	6.5429	0	0	0
gene1279	NA	243	0	13.1071	0	0	93.4108	0	0	0
gene1280	NA	216	18.8601	10.6681	0	0	409.098	0	0	0
gene1281	NA	417	0	3.30651	0	0	19.7393	0	0	0
gene1282	NA	222	0	399.957	0	0	85.8291	0	0	0
gene1283	trnU-UCA-1	80	0	8.22972	0	0	0	0	0	0
gene1284	NA	429	0	10.915	0	0	6.226	0	0	0
gene1285	sdh3-1	243	8.38227	13.1071	0	0	93.4108	0	0	0
gene1286	NA	237	0	68.8848	7.00954	0	155.932	0	0	0
gene1287	NA	189	0	8.70869	0	0	3.67614	0	0	0
gene1288	NA	162	0	12.1922	0	0	12.8665	0	0	0
gene1289	NA	186	0	1.76983	0	0	0	0	0	0
gene1290	NA	297	0	4.16087	0	0	7.61915	0	0	0
gene1291	NA	342	0	2.65228	0	0	15.3049	0	0	0
gene1292	NA	159	0	2.07037	0	0	8.73951	0	0	0
gene1293	NA	210	0	3.13513	0	0	331.635	0	0	0
gene1294	NA	165	0	5.98525	0	0	4.21085	0	0	0
gene1295	NA	189	0	5.22522	0	0	7.35229	5.32459	0	0
gene1296	NA	222	0	479.948	3.74158	0	128.744	2.26655	0	0
gene1297	NA	453	0	5.60046	0	0	8.43227	12.313	0	0
gene1298	NA	492	0	16.8128	27.9283	0	2.42773	9.94112	205.864	31.7002
gene1299	NA	228	26.8012	65.0873	7.28623	0	187.865	0	122.812	7.97791
gene1300	NA	414	86.7775	686.525	429.997	246.089	560.665	355.767	763.859	444.401
gene1301	NA	417	441.476	322.385	529.939	198.872	286.22	213.173	680.841	580.477
gene1302	NA	168	0	3.91891	0	0	8.27132	0	0	0
gene1303	NA	126	0	2.61261	0	0	0	0	0	0
gene1304	NA	294	0	12.9746	0	0	0	0	0	0
gene1305	NA	258	7.89493	24.6182	0	0	0	0	0	0
gene1306	NA	594	44.6213	7.8771	5.92358	0	16.1084	13.2213	0	0
gene1307	NA	330	0	5.87232	0	0	0	0	0	0
gene1308	NA	225	0	92.5298	0	0	0	0	0	0
gene1309	NA	186	10.951	51.3251	0	0	145.682	5.41047	0	19.5587
gene1310	NA	213	0	6.18195	0	0	483.158	4.72464	0	8.53973
gene1311	NA	102	19.9695	6.45468	0	0	13.6234	0	0	0
gene1312	NA	216	18.8601	28.9564	0	0	1977.31	9.31804	0	0
gene1313	NA	123	0	2.67633	0	0	16.9461	0	0	0
gene1314	NA	171	0	15.4006	0	0	16.2524	0	0	0
gene1315	NA	354	60.1025	36.2768	123.212	0	93.7702	15.6116	0	106.558
gene1316	NA	138	464.305	143.834	734.326	71.4764	115.799	182.309	637.71	748.725
gene1317	NA	168	552.182	340.363	622.973	234.851	363.938	257.577	1178.62	911.606
gene1318	rps10	237	137.512	6234.08	154.21	124.857	1692.98	114.647	700.453	153.499
gene1319	NA	213	68.7263	86.9811	71.7644	118.651	8875.71	44.0399	211.791	50.716
gene1320	NA	213	68.7263	86.9811	71.7644	118.651	8875.71	44.0399	211.791	50.716
gene1321	NA	267	0	174.261	12.4439	0	79.4824	7.53819	0	6.8126
gene1322	NA	126	48.4974	65.3152	39.5538	15.6567	82.7132	15.9738	0	0
gene1323	NA	192	137.915	764.678	147.091	102.747	560.899	141.518	468.771	85.2639
gene1324	NA	114	446.687	1406.27	582.899	363.401	1054.38	273.656	1772.01	765.879
gene1325	nad7_4	267	610.304	14617.9	441.759	465.48	5665.96	327.911	2179.87	272.504
gene1326	trnM-CAU-3	74	82.5767	44.4849	0	133.294	46.9453	27.1986	0	0
gene1327	trnQ-UUG	72	56.5803	22.8603	0	0	48.2494	27.9541	0	25.2634
gene1328	NA	300	81.4756	557.231	49.8378	6.57583	516.353	7022.2	140.006	121.264
gene1329	NA	186	0	3.53966	8.93151	0	7.47087	5.41047	0	9.77937
gene1330	NA	204	0	6.45468	0	0	6.81168	0	0	0
gene1331	NA	222	0	79.9914	0	0	0	0	0	0
gene1332	NA	210	0	53.2972	0	0	1160.72	426.5	0	95.279
gene1333	NA	159	0	2.07037	0	0	0	0	0	0
gene1334	NA	168	0	7.83782	0	0	4.13566	0	0	0
gene1335	NA	306	6.65651	7.47177	0	0	13.8695	0	0	0
gene1336	NA	456	0	5.5299	0	0	2.77705	0	0	0
gene1337	NA	198	0	6.65027	0	0	0	0	0	0
gene1338	NA	216	0	0	0	0	0	0	0	0
gene1339	NA	195	0	1.68815	0	0	3.56303	0	0	0
gene1340	NA	144	0	9.14413	0	0	0	0	0	0
gene1341	NA	237	0	51.6636	0	0	22.276	0	0	0
gene1342	NA	201	658.696	835.255	305.804	127.591	1558.96	440.59	368.176	416.28
gene1343	NA	153	0	2.15156	0	0	0	0	0	0
gene1344	NA	219	1255.62	45749.3	1547.48	441.391	11799.2	1493.44	529.704	1669.46
gene1345	NA	105	698.363	110.775	638.135	250.508	224.98	629.367	444.464	750.683
gene1346	NA	330	274.598	0.97872	2524.87	0	5.59458	207.264	465.827	1016.46
gene1347	NA	234	0	40.8542	0	0	8.21554	0	0	0
gene1348	NA	156	0	2.11018	0	0	4.45379	0	0	0
gene1349	NA	171	0	2.56677	0	0	2.70874	0	0	0
gene1350	NA	249	2102.33	1100.28	2261.72	1325.73	1174.34	1149.15	511.402	2515.38
gene1351	NA	213	0	2.57581	0	0	0	0	0	0
gene1352	NA	216	0	4.95307	0	0	85.2287	0	0	0
gene1353	NA	459	0	1.36527	0	0	2.05811	0	0	0
gene1354	NA	135	3.77202	1.21922	0	0	2.5733	0	0	0
gene1355	NA	252	0	7.23697	0	0	0	0.998361	0	0
gene1356	NA	207	0	0.795142	0	0	583.809	0	0	0
gene1357	NA	228	0	715.96	0	0	0	0	0	0
gene1358	NA	498	0	16.4527	0	0	35.6681	0	0	0
gene1359	NA	213	0	13.9094	0	0	773.053	4.72464	0	0
gene1360	NA	348	0	17.7098	0	0	9.77271	0	0	0
gene1361	NA	168	0	11.7567	0	0	20.6783	0	0	0
gene1362	NA	150	0	10.973	0	0	4.63194	0	0	0
gene1363	NA	156	13.057	0	0	290.854	4.45379	0	12.8211	0
gene1364	NA	195	0	0	0	0	10.6891	0	0	0
gene1365	NA	294	13.8564	56.2233	90.4088	6.71003	70.905	1578.9	0	80.4304
gene1366	NA	240	0	104.196	0	0	162.571	0	0	0
gene1367	NA	177	0	14.8786	0	0	23.5522	5.68558	0	20.5533
gene1368	NA	324	0	37.2261	0	0	70.5431	0	0	0
gene1369	NA	159	0	4.14074	0	0	13.1093	6.32923	62.8959	0
gene1370	NA	117	0	22.5086	56.7953	0	89.0758	8.60126	34.1896	15.5467
gene1371	NA	201	0	4.91326	0	0	6.91334	0	0	0
gene1372	NA	285	0	14.7145	0	0	26.3211	0	0	0
gene1373	NA	297	0	24.9652	0	13.2845	38.0957	134.87	0	6.12446
gene1374	NA	150	0	0	0	0	0	0	0	0
gene1375	NA	162	0	0	0	0	0	0	0	0
gene1376	NA	156	0	0	0	0	13.3614	0	0	0
gene1377	NA	300	0	24.0532	5.53754	0	36.8824	0	0	6.06321
gene1378	NA	231	0	150.598	0	0	82.7457	0	0	0
gene1379	NA	306	0	7.47177	5.42896	0	13.8695	0	0	5.94433
gene1380	NA	204	0	8.06835	0	0	17.0292	0	0	0
gene1381	NA	174	11.7063	22.7027	9.54748	0	47.9166	0	0	52.2691
gene1382	NA	279	0	53.8635	0	0	151.887	10.8209	0	6.51958
gene1383	NA	135	0	19.5075	0	0	51.466	29.8177	192.601	80.8428
gene1384	NA	258	15.7899	229.77	25.756	30.5852	306.192	27.304	38.7614	77.5527
gene1385	NA	222	64.2263	2159.77	37.4158	26.6588	901.206	45.331	54.0565	57.3547
gene1386	NA	147	387.979	17.915	169.516	13.4201	529.365	61.6131	54.4242	98.9912
gene1387	NA	135	0	4.87687	0	0	5.1466	0	0	0
gene1388	NA	228	26.8012	65.0873	0	0	31.3109	0	0	0
gene1389	NA	348	73.0322	20.2398	0	0	29.3181	0	0	0
gene1390	NA	270	15.0881	31.5827	0	0	194.831	0	0	6.7369
gene1391	NA	243	0	39.3213	0	8.1183	56.0465	0	0	0
gene1392	NA	285	0	58.8579	0	13.8438	149.153	0	0	0
gene1393	NA	231	0	125.498	0	0	110.328	4.35648	0	0
gene1394	NA	333	158.017	22.8771	85.4163	0	114.715	0	0	138.424
gene1395	trnR-UCG-1	75	0	13.1675	22.1502	78.9099	27.7916	40.2539	0	0
gene1396	trnC-GCA	76	0	0	0	0	9.14199	0	0	0
gene1397	NA	213	76.503	26.2733	7.79935	0	2319.16	0	9.39009	68.3179
gene1398	NA	315	19.399	74.5727	2292.98	6.26269	101.81	158.097	31.7474	23.0979
gene1399	NA	300	6.78964	17.336	0	0	72.6425	185.877	0	12.1264
gene1400	NA	234	0	81.7083	0	0	24.6466	0	0	0
gene1401	NA	171	0	1.92508	0	0	0	0	0	10.6372
gene1402	NA	153	0	2.15156	0	0	0	0	0	0
gene1403	NA	225	0	0	0	0	0	0	0	0
gene1404	NA	162	0	8.12811	0	0	4.28883	0	0	0
gene1405	NA	99	0	0	0	0	0	0	0	0
gene1406	NA	213	0	3.09097	0	0	0	0	0	0
gene1407	NA	429	0	15.5928	0	0	6.226	7.21595	0	0
gene1408	NA	180	0	12.8018	9.22923	0	15.4398	5.59082	0	0
gene1409	NA	327	295.617	9.05066	123.523	0	22.9323	26.8635	0	0
gene1410	NA	111	0	0	0	0	0	0	0	0
gene1411	NA	216	0	3.04804	0	0	68.1829	0	0	0
gene1412	NA	141	14.446	16.3427	11.782	0	54.2036	0	170.22	12.9005
gene1413	NA	168	0	13.7162	0	0	8.27132	0	0	0
gene1414	NA	216	0	9.14413	0	0	681.829	0	0	0
gene1415	NA	276	0	16.9932	0	0	29.6961	0	0	0
gene1416	NA	114	0	0	0	0	18.284	0	0	0
gene1417	NA	252	0	38.5972	0	0	90.2519	0	0	0
gene1418	NA	171	0	3.85016	0	0	8.12621	0	128.661	0
gene1419	NA	297	0	20.8044	0	0	7.61915	134.87	0	0
gene1420	NA	192	95.4793	6.8581	34.6096	20.5495	0	0	41.6685	9.47377
gene1421	NA	219	0	590.314	0	0	105.35	4.5952	0	0
gene1422	NA	219	0	885.471	7.58567	0	52.6752	0	0	0
gene1423	NA	348	30965.7	614.784	18035.7	4573.06	459.317	4165.75	15090.9	21912.5
gene1424	NA	192	74.2617	3.42905	0	0	3.6187	5.2414	0	0
gene1425	NA	159	0	18.6333	0	0	13.1093	0	0	11.44
gene1426	NA	267	0	0	0	0	0	0	0	0
gene1427	NA	195	0	1.68815	0	0	24.9412	0	0	0
gene1428	NA	315	0	30.507	0	0	57.2682	0	0	0
gene1429	NA	249	0	52.8982	0	15.8454	32.1736	0	0	0
gene1430	NA	192	0	15.4307	0	0	10.8561	5.2414	41.6685	0
gene1431	NA	333	474.052	31.4561	170.833	0	43.701	23.1549	0	138.424
gene1432	NA	327	3547.41	123.692	864.661	858.003	292.386	322.361	3036.3	4075.82
gene1433	NA	156	0	6.33055	0	0	4.45379	0	0	0
gene1434	NA	252	8.0829	57.8958	0	0	45.126	0	0	0
gene1435	NA	195	10.4456	1.68815	8.51929	0	10.6891	5.16076	0	0
gene1436	NA	483	0	12.4168	0	0	20.0524	0	72.3443	0
gene1437	NA	174	35.1188	20.8108	28.6424	11.3376	51.9097	17.3508	0	20.9076
gene1438	NA	195	0	3.37629	0	0	3.56303	0	0	0
gene1439	NA	192	0	1.71452	0	0	3.6187	0	0	0
gene1440	NA	168	24.2487	35.2702	0	0	49.6279	23.9607	0	21.6543
gene1441	NA	168	0	3.91891	59.3308	0	0	11.9803	0	0
gene1442	NA	183	0	5.39653	0	0	3.79667	0	0	0
gene1443	NA	123	0	2.67633	0	0	5.64871	0	0	0
gene1444	NA	291	0	13.507	0	0	65.2462	0	0	0
gene1445	NA	243	8.38227	157.285	6.83647	32.4732	224.186	4.14135	0	22.4563
gene1446	NA	216	0	12.1922	0	0	681.829	0	0	0
gene1447	NA	147	0	15.6756	11.3011	13.4201	51.9912	0	0	24.7478
gene1448	NA	144	0	6.8581	0	0	9.64988	0	0	0
gene1449	NA	279	0	5.38635	0	0	28.4789	0	0	0
gene1450	NA	90	0	7.3153	36.9169	0	0	0	0	0
gene1451	NA	228	0	97.6309	0	0	0	4.41381	0	0
gene1452	NA	165	0	5.98525	20.1365	0	12.6326	0	0	0
gene1453	NA	228	17.8675	195.262	0	0	93.9326	0	0	15.9558
gene1454	NA	201	0	1.63775	0	0	6.91334	0	0	9.04957
gene1455	NA	315	0	125.418	2292.98	0	171.805	39.5241	19.0485	5.77449
gene1456	NA	162	50.2936	54.8648	10.2547	48.7098	42.8883	31.0601	185.193	67.369
gene1457	NA	195	20.8912	69.214	0	0	57.0085	15.4823	0	9.32802
gene1458	NA	285	7.14699	44.1434	11.658	0	17.5474	3.53105	0	12.7647
gene1459	NA	267	7.62881	93.8331	0	0	102.192	0	0	0
gene1460	NA	192	0	8.57262	0	0	14.4748	0	0	0
gene1461	NA	378	0	10.2797	0	0	4.03502	0	0	0
gene1462	NA	342	0	21.2182	0	0	15.3049	0	0	0
gene1463	NA	279	0	37.7045	0	0	85.4367	0	0	0
gene1464	NA	258	0	24.6182	0	0	13.3127	0	0	14.1005
gene1465	NA	186	0	15.9285	8.93151	10.6062	3.73544	0	21.5063	48.8969
gene1466	NA	372	628.061	17.0879	284.224	109.199	41.807	109.835	218.665	453.516
gene1467	NA	210	19.399	4.70269	23.7323	0	663.269	0	0	25.9852
gene1468	NA	345	0	36.2556	0	72.5357	29.95	18.1449	0	72.3519
gene1469	NA	159	0	22.7741	20.8964	62.0361	39.3278	18.9877	113.213	125.84
gene1470	NA	192	0	8.57262	0	0	3.6187	0	0	0
gene1471	NA	213	0	3.09097	0	0	289.895	0	0	0
gene1472	NA	216	0	7.62011	7.69103	0	0	0	0	0
gene1473	NA	204	0	6.45468	0	0	3.40584	4.93308	0	0
gene1474	NA	171	0	3.85016	0	0	4.06311	0	0	0
gene1475	NA	219	0	3541.88	15.1713	0	474.077	0	9.13283	0
gene1476	NA	228	35.7349	1008.85	58.2899	8.6524	1033.26	26.4828	87.7232	79.7791
gene1477	NA	303	0	58.0134	0	0	92.9342	0	0	0
gene1478	NA	198	20.5747	16.6257	0	0	45.6176	0	0	0
gene1479	NA	309	39.5513	148.128	43.01	19.1529	228.926	258.547	64.7278	111.846
gene1480	NA	255	7.98781	257.211	0	23.2088	381.364	0	0	7.13319
gene1481	NA	171	23.8233	11.5505	0	0	48.7573	5.88508	11.6964	10.6372
gene1482	NA	228	0	781.047	7.28623	8.6524	626.217	26.4828	0	15.9558
gene1483	NA	315	12.9326	108.469	8025.42	0	171.805	118.572	25.398	51.9704
gene1484	RNA_pol_5	609	7.05074	20.2	0	0	53.4203	3.15014	0	6.29093
gene1485	dpo	2814	13.8848	29.5445	7.97262	4.74181	69.7937	6.77686	18.4238	9.48083
gene1486	NA	294	0	220.568	39.5538	0	365.6	676.673	0	12.3739
gene1487	NA	252	0	511.413	6.59231	0	535.408	0	47.6212	21.6543
gene1488	NA	213	9.56287	120.548	54.5955	18.5235	4734.95	37.7971	0	34.1589
gene1489	nad4a	525	1959.73	1348.69	1936.48	821.793	1395.53	1097.33	3795.85	2459.02
gene1490	NA	153	8533.64	1889.07	11878.6	37379.1	1589.39	6939.2	1098.09	3804.37
gene1491	trnE-UUC	72	28.2902	128.018	92.2923	54.7986	144.748	69.8853	83.3371	0
gene1492	NA	369	874.912	1139.3	1857.53	924.781	664.179	1177.81	2235.99	518.218
gene1493	NA	339	5822.68	1378.01	4373.63	6421.67	787.697	2990.87	14442.5	4276.45
gene1494	nad2-1	2075	234.573	317.456	253.304	180.268	235.549	202.694	533.869	174.717
gene1495	NA	168	12.1244	47.0269	39.5538	0	62.0349	5.99017	0	0
gene1496	NA	156	13.057	27.4324	0	0	66.8068	6.45095	0	11.66
gene1497	NA	312	13.057	55.9635	15.9737	25.2916	71.9719	44.803	0	5.83001
gene1498	NA	204	9.98476	22.5914	0	0	47.6817	0	0	8.91649
gene1499	NA	144	0	6.8581	0	0	0	0	0	0
gene1500	NA	207	0	486.627	0	0	3502.85	471.574	0	0
gene1501	NA	333	0	11.4386	0	0	10.9252	0	0	0
gene1502	NA	189	0	5.22522	0	0	3.67614	0	0	0
gene1503	NA	291	6.99963	4.50232	0	0	24.4673	0	0	0
gene1504	NA	198	0	3.32514	0	0	10.5271	0	0	0
gene1505	NA	285	7.14699	39.2386	0	0	61.416	0	42.1071	19.147
gene1506	NA	210	0	6.27026	7.91077	0	497.452	14.3764	0	8.66173
gene1507	NA	207	0	20.6737	0	0	9340.94	53.4774	0	8.78726
gene1508	NA	255	0	28.5598	0	0	98.8718	7.89292	0	0
gene1509	NA	273	0	47.7818	0	0	103.407	0	0	0
gene1510	NA	117	0	2.81358	0	0	11.8768	0	0	0
gene1511	NA	189	0	5.22522	0	0	7.35229	0	0	0
gene1512	NA	159	0	0	0	0	8.73951	0	0	0
gene1513	NA	195	0	0	0	0	7.12606	0	0	0
gene1514	NA	375	0	10.476	0	0	4.10657	0	0	0
gene1515	NA	222	0	159.983	0	0	257.487	0	0	0
gene1516	NA	324	0	6.20436	0	0	17.6358	0	0	0
gene1517	NA	213	0	1.54549	0	0	96.6316	0	0	0
gene1518	NA	132	0	2.49385	0	0	10.5271	45.7431	0	0
gene1519	NA	159	0	8.28147	0	0	17.479	0	0	0
gene1520	NA	216	0	0	0	0	0	0	0	0
gene1521	NA	204	19.9695	25.8187	24.4303	0	17.0292	24.6654	98.0436	17.833
gene1522	NA	432	127.431	16.9118	28.0502	0	64.506	21.192	0	32.4408
gene1523	NA	186	21.9021	8.84916	26.7945	0	22.4126	5.41047	0	9.77937
gene1524	NA	291	27.9985	40.5209	11.4176	0	32.6231	2065.57	0	18.7522
gene1525	NA	348	73.0322	25.2998	48.2238	65.3294	24.4318	17.2138	0	0
gene1526	NA	447	0	11.4943	0	0	2.88068	6.39107	0	0
gene1527	NA	270	0	18.9496	12.3056	0	10.824	0	0	0
gene1528	NA	213	0	7.72743	0	0	289.895	75.5942	0	0
gene1529	NA	207	0	6.36113	0	0	583.809	0	0	0
gene1530	cox1_4	315	0	33.8967	2292.98	6.26269	38.1788	0	0	5.77449
gene1531	NA	324	0	62.0436	0	0	117.572	0	0	0
gene1532	NA	258	0	123.091	6.439	0	226.316	3.90057	0	0
gene1533	NA	183	33.3917	147.505	72.6235	32.3401	182.24	21.9967	0	69.5778
gene1534	NA	528	375.2	427.867	371.839	208.265	435.606	139.266	882.054	568.042
gene1535	NA	174	11.7063	18.9189	0	34.0129	55.9027	0	0	0
gene1536	NA	255	7.98781	115.302	0	0	183.62	0	0	0
gene1537	NA	261	0	160.337	12.73	0	276.959	11.5672	0	6.96921
gene1538	NA	174	0	3.78378	0	0	3.99305	0	0	0
gene1539	NA	135	0	17.069	0	0	5.1466	0	0	13.4738
gene1540	NA	255	7.98781	97.5629	0	0	56.4984	0	0	0
gene1541	NA	231	35.2708	351.394	14.3832	17.0801	275.819	4.35648	43.292	7.8743
gene1542	NA	309	0	3.61288	0	0	0	0	0	0
gene1543	NA	207	0	11.132	0	0	0	0	0	0
gene1544	NA	156	0	4.22037	0	0	8.90758	0	0	0
gene1545	NA	291	6.99963	4.50232	0	0	0	0	0	6.25073
gene1546	NA	429	0	12.4743	28.7791	0	15.565	36.0797	0	16.6663
gene1547	NA	231	0	50.1992	0	0	110.328	0	0	0
gene1548	NA	246	0	58.5426	0	0	69.1505	0	0	0
gene1549	NA	216	0	3.04804	0	0	136.366	9.31804	0	0
gene1550	NA	204	0	6.45468	0	0	3.40584	0	0	0
gene1551	NA	225	0	138.795	0	0	0	0	0	0
gene1552	NA	318	6.40532	16.4405	0	0	6.19298	0	0	0
gene1553	NA	303	0	11.6027	0	0	7.14878	0	0	0
gene1554	NA	240	0	74.4255	0	0	0	0	0	0
gene1555	NA	351	131.879	37.0944	0	0	28.7123	0	0	0
gene1556	NA	171	0	5.77524	0	0	0	5.88508	0	0
gene1557	NA	402	0	32.4672	0	0	7.08283	0	0	0
gene1558	NA	186	0	26.5475	26.7945	0	18.6772	21.6419	0	9.77937
gene1559	NA	192	0	15.4307	0	0	10.8561	0	0	0
gene1560	NA	225	0	185.06	0	0	36.2057	0	0	0
gene1561	NA	228	0	130.175	0	0	0	0	0	0
gene1562	NA	192	84.8705	17.1452	17.3048	0	14.4748	31.4484	0	56.8426
gene1563	NA	195	10.4456	1.68815	8.51929	0	0	0	0	0
gene1564	NA	207	0	3.18057	0	0	3502.85	0	0	0
gene1565	NA	144	0	11.4302	0	0	0	0	0	0
gene1566	NA	300	0	24.0532	0	0	7.37648	96.1945	0	12.1264
gene1567	NA	153	0	2.15156	0	0	0	0	0	0
gene1568	NA	180	0	3.65765	0	0	11.5799	0	0	0
gene1569	NA	141	0	11.6734	0	0	0	0	0	0
gene1570	NA	186	0	5.30949	0	0	3.73544	0	0	0
gene1571	NA	207	39.3602	15.9028	16.0508	0	7589.52	0	0	26.3618
gene1572	NA	213	0	1.54549	0	0	96.6316	0	0	0
gene1573	NA	309	0	10.8386	0	0	6.73312	51.7094	0	0
gene1574	NA	189	0	6.96695	8.78974	31.3135	11.0284	5.32459	0	48.1207
gene1575	NA	186	0	3.53966	8.93151	53.0309	0	5.41047	0	0
gene1576	NA	240	0	29.7702	6.92192	32.8791	101.607	8.38623	108.338	7.57901
gene1577	NA	270	0	100.95	0	7.30647	184.007	3.72721	7.40774	6.7369
gene1578	NA	465	5.37488e-05	48.4206	0	0	69.0086	0	0	0
gene1579	NA	315	0	3.38967	0	0	4.24209	0	0	0
gene1580	NA	198	0	4.43352	0	0	1.16968	1.69419	0	0
gene1581	NA	360	0	3.08847	0	0	4.50607	4.76074	77.7382	0
gene1582	NA	255	0	14.7823	2.17158	5.15751	18.8328	0	0	0
gene1583	NA	126	0	0.870869	0	0	0	0	0	0
gene1584	NA	219	0	295.157	0	0	17.5584	0	0	0
gene1585	NA	321	0	9.5773	0	0	4.02113	0	0	0
